sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
LR59D	LR59D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR59D_R1.fastq.gz	LR59D_R2.fastq.gz
LR59R	LR59R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR59R_R1.fastq.gz	LR59R_R2.fastq.gz
LR60D	LR60D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR60D_R1.fastq.gz	LR60D_R2.fastq.gz
LR60R	LR60R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR60R_R1.fastq.gz	LR60R_R2.fastq.gz
LR61D	LR61D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR61D_R1.fastq.gz	LR61D_R2.fastq.gz
LR61R	LR61R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR61R_R1.fastq.gz	LR61R_R2.fastq.gz
LR62R	LR62R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR62R_R1.fastq.gz	LR62R_R2.fastq.gz
LR62D	LR62D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR62D_R1.fastq.gz	LR62D_R2.fastq.gz
LR63D	LR63D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR63D_R1.fastq.gz	LR63D_R2.fastq.gz
LR63R	LR63R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR63R_R1.fastq.gz	LR63R_R2.fastq.gz
LR64D	LR64D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR64D_R1.fastq.gz	LR64D_R2.fastq.gz
LR64R	LR64R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR64R_R1.fastq.gz	LR64R_R2.fastq.gz
LR65D	LR65D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR65D_R1.fastq.gz	LR65D_R2.fastq.gz
LR65R	LR65R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR65R_R1.fastq.gz	LR65R_R2.fastq.gz
LR66R	LR66R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR66R_R1.fastq.gz	LR66R_R2.fastq.gz
LR67D	LR67D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR67D_R1.fastq.gz	LR67D_R2.fastq.gz
LR67R	LR67R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR67R_R1.fastq.gz	LR67R_R2.fastq.gz
LR68D	LR68D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR68D_R1.fastq.gz	LR68D_R2.fastq.gz
LR68R	LR68R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR68R_R1.fastq.gz	LR68R_R2.fastq.gz
PR24D	PR24D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR24D_R1.fastq.gz	PR24D_R2.fastq.gz
PR24R	PR24R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR24R_R1.fastq.gz	PR24R_R2.fastq.gz
PR25D	PR25D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR25D_R1.fastq.gz	PR25D_R2.fastq.gz
PR25R	PR25R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR25R_R1.fastq.gz	PR25R_R2.fastq.gz
PR26D	PR26D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR26D_R1.fastq.gz	PR26D_R2.fastq.gz
PR26R	PR26R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR26R_R1.fastq.gz	PR26R_R2.fastq.gz
PR27D	PR27D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR27D_R1.fastq.gz	PR27D_R2.fastq.gz
PR27R	PR27R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR27R_R1.fastq.gz	PR27R_R2.fastq.gz
PR28D	PR28D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR28D_R1.fastq.gz	PR28D_R2.fastq.gz
PR28R	PR28R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR28R_R1.fastq.gz	PR28R_R2.fastq.gz
PR29D	PR29D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR29D_R1.fastq.gz	PR29D_R2.fastq.gz
PR29R	PR29R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR29R_R1.fastq.gz	PR29R_R2.fastq.gz
PR30D	PR30D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR30D_R1.fastq.gz	PR30D_R2.fastq.gz
PR30R	PR30R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR30R_R1.fastq.gz	PR30R_R2.fastq.gz
PR31D	PR31D	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR31D_R1.fastq.gz	PR31D_R2.fastq.gz
PR31R	PR31R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR31R_R1.fastq.gz	PR31R_R2.fastq.gz
PR32R	PR32R	16S rRNA (V4) amplicon sequencing of Stream bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	PR32R_R1.fastq.gz	PR32R_R2.fastq.gz
RO101R	RO101R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO101R_R1.fastq.gz	RO101R_R2.fastq.gz
RO101D	RO101D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO101D_R1.fastq.gz	RO101D_R2.fastq.gz
RO102D	RO102D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO102D_R1.fastq.gz	RO102D_R2.fastq.gz
RO102R	RO102R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO102R_R1.fastq.gz	RO102R_R2.fastq.gz
RO103D	RO103D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO103D_R1.fastq.gz	RO103D_R2.fastq.gz
RO103R	RO103R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO103R_R1.fastq.gz	RO103R_R2.fastq.gz
RO104D	RO104D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO104D_R1.fastq.gz	RO104D_R2.fastq.gz
RO104R	RO104R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO104R_R1.fastq.gz	RO104R_R2.fastq.gz
RO105R	RO105R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO105R_R1.fastq.gz	RO105R_R2.fastq.gz
RO106D	RO106D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO106D_R1.fastq.gz	RO106D_R2.fastq.gz
RO106R	RO106R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO106R_R1.fastq.gz	RO106R_R2.fastq.gz
RO230D	RO230D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO230D_R1.fastq.gz	RO230D_R2.fastq.gz
RO230R	RO230R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO230R_R1.fastq.gz	RO230R_R2.fastq.gz
RO231D	RO231D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO231D_R1.fastq.gz	RO231D_R2.fastq.gz
RO231R	RO231R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO231R_R1.fastq.gz	RO231R_R2.fastq.gz
RO232D	RO232D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO232D_R1.fastq.gz	RO232D_R2.fastq.gz
RO232R	RO232R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO232R_R1.fastq.gz	RO232R_R2.fastq.gz
RO233D	RO233D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO233D_R1.fastq.gz	RO233D_R2.fastq.gz
RO233R	RO233R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO233R_R1.fastq.gz	RO233R_R2.fastq.gz
RO234D	RO234D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO234D_R1.fastq.gz	RO234D_R2.fastq.gz
RO234R	RO234R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO234R_R1.fastq.gz	RO234R_R2.fastq.gz
RO235D	RO235D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO235D_R1.fastq.gz	RO235D_R2.fastq.gz
RO235R	RO235R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO235R_R1.fastq.gz	RO235R_R2.fastq.gz
RO236R	RO236R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO236R_R1.fastq.gz	RO236R_R2.fastq.gz
RO236D	RO236D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO236D_R1.fastq.gz	RO236D_R2.fastq.gz
RO237D	RO237D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO237D_R1.fastq.gz	RO237D_R2.fastq.gz
RO237R	RO237R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO237R_R1.fastq.gz	RO237R_R2.fastq.gz
RO238D	RO238D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO238D_R1.fastq.gz	RO238D_R2.fastq.gz
RO238R	RO238R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO238R_R1.fastq.gz	RO238R_R2.fastq.gz
RO240D	RO240D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO240D_R1.fastq.gz	RO240D_R2.fastq.gz
RO240R	RO240R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO240R_R1.fastq.gz	RO240R_R2.fastq.gz
RO241D	RO241D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO241D_R1.fastq.gz	RO241D_R2.fastq.gz
RO241R	RO241R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO241R_R1.fastq.gz	RO241R_R2.fastq.gz
RO242R	RO242R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO242R_R1.fastq.gz	RO242R_R2.fastq.gz
RO242D	RO242D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO242D_R1.fastq.gz	RO242D_R2.fastq.gz
RO243R	RO243R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO243R_R1.fastq.gz	RO243R_R2.fastq.gz
RO243D	RO243D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO243D_R1.fastq.gz	RO243D_R2.fastq.gz
RO244D	RO244D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO244D_R1.fastq.gz	RO244D_R2.fastq.gz
RO245D	RO245D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO245D_R1.fastq.gz	RO245D_R2.fastq.gz
RO245R	RO245R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO245R_R1.fastq.gz	RO245R_R2.fastq.gz
SW24D	SW24D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW24D_R1.fastq.gz	SW24D_R2.fastq.gz
SW24R	SW24R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW24R_R1.fastq.gz	SW24R_R2.fastq.gz
SW26D	SW26D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW26D_R1.fastq.gz	SW26D_R2.fastq.gz
SW26R	SW26R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW26R_R1.fastq.gz	SW26R_R2.fastq.gz
SW27D	SW27D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW27D_R1.fastq.gz	SW27D_R2.fastq.gz
SW28R	SW28R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW28R_R1.fastq.gz	SW28R_R2.fastq.gz
SW28D	SW28D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW28D_R1.fastq.gz	SW28D_R2.fastq.gz
SW30R	SW30R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW30R_R1.fastq.gz	SW30R_R2.fastq.gz
SW30D	SW30D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW30D_R1.fastq.gz	SW30D_R2.fastq.gz
SW31D	SW31D	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW31D_R1.fastq.gz	SW31D_R2.fastq.gz
SW31R	SW31R	16S rRNA (V4) amplicon sequencing of Soilwater bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SW31R_R1.fastq.gz	SW31R_R2.fastq.gz
T47D	T47D	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	T47D_R1.fastq.gz	T47D_R2.fastq.gz
T47R	T47R	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	T47R_R1.fastq.gz	T47R_R2.fastq.gz
T48D	T48D	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	T48D_R1.fastq.gz	T48D_R2.fastq.gz
T48R	T48R	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	T48R_R1.fastq.gz	T48R_R2.fastq.gz
HW33D	HW33D	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW33D_R1.fastq.gz	HW33D_R2.fastq.gz
HW34D	HW34D	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW34D_R1.fastq.gz	HW34D_R2.fastq.gz
HW34R	HW34R	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW34R_R1.fastq.gz	HW34R_R2.fastq.gz
HW35D	HW35D	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW35D_R1.fastq.gz	HW35D_R2.fastq.gz
HW35R	HW35R	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW35R_R1.fastq.gz	HW35R_R2.fastq.gz
HW36D	HW36D	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW36D_R1.fastq.gz	HW36D_R2.fastq.gz
HW36R	HW36R	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW36R_R1.fastq.gz	HW36R_R2.fastq.gz
HW37D	HW37D	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW37D_R1.fastq.gz	HW37D_R2.fastq.gz
HW37R	HW37R	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW37R_R1.fastq.gz	HW37R_R2.fastq.gz
HW40D	HW40D	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW40D_R1.fastq.gz	HW40D_R2.fastq.gz
HW40R	HW40R	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW40R_R1.fastq.gz	HW40R_R2.fastq.gz
HW42D	HW42D	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW42D_R1.fastq.gz	HW42D_R2.fastq.gz
HW42R	HW42R	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW42R_R1.fastq.gz	HW42R_R2.fastq.gz
HW43D	HW43D	16S rRNA (V4) amplicon sequencing of Hyporheic bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	HW43D_R1.fastq.gz	HW43D_R2.fastq.gz
L330-s2-D	L330-s2-D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L330-s2-D_R1.fastq.gz	L330-s2-D_R2.fastq.gz
L330R	L330R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L330R_R1.fastq.gz	L330R_R2.fastq.gz
